filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
djangorestframework-2.2.0/rest_framework/compat.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: 'CSRF token missing or incorrect.',190,"[190, 191]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
djangorestframework-2.2.0/rest_framework/compat.py,blacklist,B303,MEDIUM,HIGH,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",199,[199],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5
djangorestframework-2.2.0/rest_framework/compat.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: '',218,[218],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
djangorestframework-2.2.0/rest_framework/compat.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: '',324,[324],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
djangorestframework-2.2.0/rest_framework/compat.py,hardcoded_password_string,B105,LOW,MEDIUM,Possible hardcoded password: '',328,[328],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html
djangorestframework-2.2.0/rest_framework/compat.py,blacklist,B405,LOW,HIGH,"Using ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",433,[433],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b405-import-xml-etree
djangorestframework-2.2.0/rest_framework/compat.py,blacklist,B314,MEDIUM,HIGH,Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XMLParser with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,435,[435],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b313-b320-xml-bad-elementtree
djangorestframework-2.2.0/rest_framework/compat.py,blacklist,B314,MEDIUM,HIGH,Using xml.etree.ElementTree.XMLParser to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.XMLParser with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,437,[437],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b313-b320-xml-bad-elementtree
djangorestframework-2.2.0/rest_framework/decorators.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,"[30, 31, 32, 33]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
djangorestframework-2.2.0/rest_framework/decorators.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,34,"[34, 35, 36]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
