filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
requests-2.2.1/requests/auth.py,HIGH,MEDIUM,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",86,[86],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5,B303,blacklist
requests-2.2.1/requests/auth.py,HIGH,MEDIUM,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",92,[92],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5,B303,blacklist
requests-2.2.1/requests/auth.py,HIGH,MEDIUM,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",123,[123],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5,B303,blacklist
requests-2.2.1/requests/packages/urllib3/connection.py,MEDIUM,LOW,"ssl.wrap_socket call with no SSL/TLS protocol version specified, the default SSLv23 could be insecure, possible security issue.",108,[108],https://bandit.readthedocs.io/en/latest/plugins/b504_ssl_with_no_version.html,B504,ssl_with_no_version
requests-2.2.1/requests/packages/urllib3/contrib/ntlmpool.py,HIGH,MEDIUM,"Use of HTTPSConnection on older versions of Python prior to 2.7.9 and 3.4.3 do not provide security, see https://wiki.openstack.org/wiki/OSSN/OSSN-0033",59,[59],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b309-httpsconnection,B309,blacklist
requests-2.2.1/requests/packages/urllib3/contrib/pyopenssl.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,201,[201],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
requests-2.2.1/requests/packages/urllib3/packages/six.py,HIGH,MEDIUM,Use of exec detected.,327,[327],https://bandit.readthedocs.io/en/latest/plugins/b102_exec_used.html,B102,exec_used
requests-2.2.1/requests/packages/urllib3/poolmanager.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,213,"[213, 214]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
requests-2.2.1/setup.py,HIGH,LOW,"Starting a process with a shell: Seems safe, but may be changed in the future, consider rewriting without shell",14,[14],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html,B605,start_process_with_a_shell
requests-2.2.1/setup.py,HIGH,LOW,Starting a process with a partial executable path,14,[14],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html,B607,start_process_with_partial_path
requests-2.2.1/test_requests.py,HIGH,LOW,Consider possible security implications associated with pickle module.,9,[9],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b403-import-pickle,B403,blacklist
requests-2.2.1/test_requests.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,72,[72],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
requests-2.2.1/test_requests.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,73,[73],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
requests-2.2.1/test_requests.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,77,[77],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
requests-2.2.1/test_requests.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,79,[79],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
