filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
zhmc-ansible-modules-0.5.2/docs/conf.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,19,"[19, 20, 21, 22, 23]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
zhmc-ansible-modules-0.5.2/docs/conf.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,80,[80],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
zhmc-ansible-modules-0.5.2/docs/conf.py,HIGH,LOW,Starting a process with a partial executable path,80,[80],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html,B607,start_process_with_partial_path
zhmc-ansible-modules-0.5.2/get_facts.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,179,[179],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/get_facts.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,195,[195],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,761,[761],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,780,[780],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,799,[799],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,818,[818],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,967,[967],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,MEDIUM,LOW,Possible hardcoded password: 'fake-password',989,"[989, 990]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1007,"[1007, 1008, 1009, 1010, 1011]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1013,[1013],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
zhmc-ansible-modules-0.5.2/tests/function/test_func_partition.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1015,[1015],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
