filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
z3c.form-2.4.1/benchmark/benchmark/tests.py,HIGH,LOW,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,66,[66],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random,B311,blacklist
z3c.form-2.4.1/benchmark/benchmark/tests.py,HIGH,LOW,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,71,[71],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random,B311,blacklist
z3c.form-2.4.1/bootstrap.py,HIGH,MEDIUM,Use of exec detected.,28,"[28, 29]",https://bandit.readthedocs.io/en/latest/plugins/b102_exec_used.html,B102,exec_used
z3c.form-2.4.1/bootstrap.py,HIGH,MEDIUM,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,28,[28],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen,B310,blacklist
z3c.form-2.4.1/bootstrap.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,39,"[39, 40, 41, 42, 43, 44, 45, 46, 47]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
z3c.form-2.4.1/bootstrap.py,MEDIUM,LOW,Starting a process without a shell.,39,"[39, 40, 41, 42, 43, 44]",https://bandit.readthedocs.io/en/latest/plugins/b606_start_process_with_no_shell.html,B606,start_process_with_no_shell
z3c.form-2.4.1/src/z3c/form/field.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,74,[74],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
z3c.form-2.4.1/src/z3c/form/field.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,146,[146],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
z3c.form-2.4.1/src/z3c/form/field.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,161,[161],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
z3c.form-2.4.1/src/z3c/form/outputchecker.py,HIGH,LOW,Using lxml.etree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree with the equivalent defusedxml package.,3,[3],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b410-import-lxml,B410,blacklist
z3c.form-2.4.1/src/z3c/form/outputchecker.py,HIGH,LOW,Using lxml.doctestcompare to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.doctestcompare with the equivalent defusedxml package.,4,"[4, 5]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b410-import-lxml,B410,blacklist
z3c.form-2.4.1/src/z3c/form/testing.py,HIGH,LOW,Using lxml.html to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.html with the equivalent defusedxml package.,38,[38],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b410-import-lxml,B410,blacklist
z3c.form-2.4.1/src/z3c/form/testing.py,HIGH,LOW,Using lxml.doctestcompare to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.doctestcompare with the equivalent defusedxml package.,39,"[39, 40, 41]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b410-import-lxml,B410,blacklist
z3c.form-2.4.1/src/z3c/form/testing.py,HIGH,MEDIUM,Using lxml.etree.fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace lxml.etree.fromstring with its defusedxml equivalent function.,369,[369],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b313-b320-xml-bad-etree,B320,blacklist
