filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
ZopeSkel-2.10/ez_setup/__init__.py,HIGH,MEDIUM,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,158,[158],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen,B310,blacklist
ZopeSkel-2.10/zopeskel/hosting.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,4,[4],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
ZopeSkel-2.10/zopeskel/hosting.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,40,[40],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
ZopeSkel-2.10/zopeskel/hosting.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,42,[42],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
ZopeSkel-2.10/zopeskel/hosting.py,HIGH,LOW,Starting a process with a partial executable path,42,[42],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html,B607,start_process_with_partial_path
ZopeSkel-2.10/zopeskel/localcommands/__init__.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,7,[7],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
ZopeSkel-2.10/zopeskel/localcommands/__init__.py,HIGH,LOW,"Try, Except, Pass detected.",141,[141],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html,B110,try_except_pass
ZopeSkel-2.10/zopeskel/localcommands/__init__.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,388,[388],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
ZopeSkel-2.10/zopeskel/templates/plone3_buildout/bootstrap.py,HIGH,MEDIUM,Use of exec detected.,31,"[31, 32]",https://bandit.readthedocs.io/en/latest/plugins/b102_exec_used.html,B102,exec_used
ZopeSkel-2.10/zopeskel/templates/plone3_buildout/bootstrap.py,HIGH,MEDIUM,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,31,[31],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen,B310,blacklist
