filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
django-jet-1.0.3/jet/dashboard/dashboard_modules/google_analytics.py,django_mark_safe,B703,MEDIUM,HIGH,Potential XSS on mark_safe function.,277,[277],https://bandit.readthedocs.io/en/latest/plugins/b703_django_mark_safe.html
django-jet-1.0.3/jet/dashboard/dashboard_modules/google_analytics.py,blacklist,B308,MEDIUM,HIGH,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,277,[277],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b308-mark-safe
django-jet-1.0.3/jet/dashboard/dashboard_modules/google_analytics.py,django_mark_safe,B703,MEDIUM,HIGH,Potential XSS on mark_safe function.,280,[280],https://bandit.readthedocs.io/en/latest/plugins/b703_django_mark_safe.html
django-jet-1.0.3/jet/dashboard/dashboard_modules/google_analytics.py,blacklist,B308,MEDIUM,HIGH,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,280,[280],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b308-mark-safe
django-jet-1.0.3/jet/dashboard/dashboard_modules/google_analytics.py,django_mark_safe,B703,MEDIUM,HIGH,Potential XSS on mark_safe function.,302,[302],https://bandit.readthedocs.io/en/latest/plugins/b703_django_mark_safe.html
django-jet-1.0.3/jet/dashboard/dashboard_modules/google_analytics.py,blacklist,B308,MEDIUM,HIGH,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,302,[302],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b308-mark-safe
django-jet-1.0.3/jet/dashboard/dashboard_modules/yandex_metrika.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,47,[47],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
django-jet-1.0.3/jet/dashboard/dashboard_modules/yandex_metrika.py,blacklist,B310,MEDIUM,HIGH,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,50,[50],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen
django-jet-1.0.3/jet/dashboard/dashboard_modules/yandex_metrika.py,django_mark_safe,B703,MEDIUM,HIGH,Potential XSS on mark_safe function.,219,[219],https://bandit.readthedocs.io/en/latest/plugins/b703_django_mark_safe.html
django-jet-1.0.3/jet/dashboard/dashboard_modules/yandex_metrika.py,blacklist,B308,MEDIUM,HIGH,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,219,[219],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b308-mark-safe
