filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
rpc4django-0.2.2/example/settings.py,MEDIUM,LOW,Possible hardcoded password: '',29,[29],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
rpc4django-0.2.2/example/settings.py,MEDIUM,LOW,Possible hardcoded password: 'RPC4Django Example -- Super Secret. Shhhhhh',69,"[69, 70, 71]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
rpc4django-0.2.2/rpc4django/rpcdispatcher.py,HIGH,HIGH,Using xmlrpclib to parse untrusted XML data is known to be vulnerable to XML attacks. Use defused.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,12,[12],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b411-import-xmlrpclib,B411,blacklist
rpc4django-0.2.2/rpc4django/rpcdispatcher.py,HIGH,HIGH,Using Fault to parse untrusted XML data is known to be vulnerable to XML attacks. Use defused.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,13,[13],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b411-import-xmlrpclib,B411,blacklist
rpc4django-0.2.2/rpc4django/templatetags/rpctags.py,HIGH,MEDIUM,Potential XSS on mark_safe function.,40,[40],https://bandit.readthedocs.io/en/latest/plugins/b703_django_mark_safe.html,B703,django_mark_safe
rpc4django-0.2.2/rpc4django/templatetags/rpctags.py,HIGH,MEDIUM,Use of mark_safe() may expose cross-site scripting vulnerabilities and should be reviewed.,40,[40],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b308-mark-safe,B308,blacklist
rpc4django-0.2.2/rpc4django/utils.py,HIGH,HIGH,Using xmlrpclib to parse untrusted XML data is known to be vulnerable to XML attacks. Use defused.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,2,"[2, 3, 4]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b411-import-xmlrpclib,B411,blacklist
rpc4django-0.2.2/rpc4django/views.py,HIGH,LOW,"Using parseString to parse untrusted XML data is known to be vulnerable to XML attacks. Replace parseString with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",16,[16],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b408-import-xml-minidom,B408,blacklist
rpc4django-0.2.2/rpc4django/views.py,HIGH,MEDIUM,Using xml.dom.minidom.parseString to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.dom.minidom.parseString with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,139,[139],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b313-b320-xml-bad-minidom,B318,blacklist
rpc4django-0.2.2/rpc4django/xmlrpcdispatcher.py,HIGH,HIGH,Using xmlrpclib to parse untrusted XML data is known to be vulnerable to XML attacks. Use defused.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,6,[6],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b411-import-xmlrpclib,B411,blacklist
rpc4django-0.2.2/rpc4django/xmlrpcdispatcher.py,HIGH,HIGH,Using Fault to parse untrusted XML data is known to be vulnerable to XML attacks. Use defused.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,7,[7],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b411-import-xmlrpclib,B411,blacklist
rpc4django-0.2.2/setup.py,HIGH,LOW,Consider possible security implications associated with Popen module.,8,[8],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
