I,R,C,W,E,F
0,0,0,0,1,0
0,6,10,44,5,0
0,0,2,1,0,0
0,0,1,4,0,0
0,0,0,5,2,0
0,0,2,6,5,0
0,3,18,1,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0,5,9,0,0
0,0,17,2,1,0
0,0,12,2,1,0
0,1,1,0,2,0
0,0,1,0,0,0
0,0,0,4,0,0
0,3,17,12,2,0
0,0,1,0,0,0
0,0,24,1,0,0
0,2,12,4,2,0
0,0,2,0,0,0
0,2,0,6,2,0
0,0,0,1,0,0
0,3,22,16,9,0
0,0,0,0,1,0
0,0,8,1,5,0
0,0,2,0,0,0
0,0,0,0,1,0
0,13,19,21,10,0
0,0,13,4,10,0
0,4,3,0,2,0
0,10,15,15,6,0
0,2,0,0,2,0
0,0,0,0,1,0
0,0,0,8,0,0
0,0,4,2,5,0
0,3,10,12,6,0
0,7,7,10,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,6,23,1,0,0
0,11,2,0,2,0
0,2,4,5,0,0
0,0,8,1,0,0
2,3,14,0,0,0
0,0,0,0,1,0
0,1,23,3,0,0
0,0,9,0,3,0
0,1,46,10,2,0
0,0,16,0,7,0
0,0,38,8,4,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,18,0,2,0
0,0,0,0,1,0
0,1,56,24,8,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,26,2,0,0
0,0,4,0,0,0
0,0,0,0,1,0
0,0,69,3,7,0
0,1,40,0,2,0
0,0,22,2,0,0
0,7,80,31,6,0
0,0,31,7,1,0
0,1,25,7,1,0
0,2,107,47,97,0
6,0,16,8,3,0
0,0,6,1,0,0
0,5,98,23,7,0
0,1,134,67,16,0
0,0,21,0,1,0
0,0,24,2,4,0
0,0,22,2,0,0
3,1,26,1,6,0
0,2,39,12,19,0
0,0,5,1,2,0
0,0,18,0,0,0
0,1,14,0,4,0
0,0,0,0,1,0
0,0,3,3,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,4,0,0,0
