I,R,C,W,E,F
0,0,5,0,4,0
0,0,13,0,2,0
0,1,17,4,5,0
0,0,5,0,1,0
0,0,5,0,1,0
0,0,5,0,0,0
0,0,8,1,3,0
0,0,7,0,2,0
0,0,23,1,1,0
0,0,3,1,3,0
0,0,17,5,14,0
0,6,10,15,8,0
0,0,17,0,13,0
0,4,26,19,23,0
0,6,4,0,4,0
0,0,5,1,4,0
0,0,19,5,5,0
0,0,3,0,2,0
0,0,1,0,4,0
0,7,14,7,38,0
0,0,4,0,8,0
0,1,3,5,8,0
0,5,23,2,14,0
0,3,19,10,10,0
0,1,30,18,18,0
0,1,22,69,17,0
0,0,7,2,3,0
0,5,26,19,15,0
0,8,25,13,5,0
0,3,12,3,1,0
0,8,23,9,1,0
0,6,19,7,1,0
0,22,76,47,12,0
0,14,39,22,5,0
0,14,39,17,4,0
0,0,4,3,3,0
0,1,25,22,2,0
0,2,14,5,2,0
0,32,65,34,15,0
0,19,40,25,6,0
0,2,5,1,0,0
0,7,17,2,4,0
0,2,4,1,1,0
0,0,11,2,3,0
0,1,8,19,0,0
0,21,62,28,3,0
0,12,37,26,5,0
0,16,52,9,3,0
0,0,5,0,2,0
0,17,37,21,2,0
0,0,5,4,2,0
0,2,6,1,0,0
0,8,37,8,3,0
0,22,149,93,22,0
0,5,33,4,4,0
0,8,35,22,9,0
0,0,3,0,2,0
0,0,2,3,11,0
0,0,6,1,2,0
0,4,28,4,22,0
0,1,1,0,0,0
0,1,8,4,4,0
0,0,3,2,0,0
0,7,17,12,6,0
0,3,17,3,14,0
0,0,2,0,8,0
0,1,5,0,3,0
0,2,8,2,2,0
0,2,22,9,7,0
0,0,0,0,5,0
0,3,5,6,15,0
0,0,3,1,1,0
0,0,1,0,0,0
0,7,8,1,5,0
0,8,38,8,10,0
0,10,43,8,21,0
0,0,6,6,4,0
0,1,9,2,3,0
0,18,16,1,0,0
