I,R,C,W,E,F
0,0,1,2,0,0
0,0,33,30,8,0
0,2,11,9,6,0
0,4,24,18,23,0
0,0,57,11,17,0
0,1,8,0,11,0
0,9,14,8,16,0
0,0,1,2,0,0
0,6,7,0,1,0
0,1,1,0,1,0
0,0,5,1,2,0
0,0,4,16,8,0
0,23,131,40,22,0
0,0,11,0,2,0
0,7,286,20,166,0
0,11,28,13,6,0
0,8,14,18,15,0
0,2,14,0,5,0
0,0,1,0,1,0
0,0,1,4,0,0
0,2,22,16,30,0
0,3,30,12,44,0
0,5,18,12,23,0
0,0,1,0,1,0
0,0,1,1,0,0
0,2,15,3,3,0
0,3,23,2,14,0
0,3,18,2,10,0
0,1,2,0,1,0
0,9,21,16,4,0
0,0,1,4,3,0
0,0,1,0,2,0
0,0,13,1,1,0
0,4,5,1,2,0
0,10,19,15,16,0
0,0,8,142,10,0
0,0,83,2,69,0
0,3,6,7,13,0
0,0,5,0,6,0
0,1,3,1,3,0
0,1,3,2,3,0
0,4,5,0,1,0
0,0,1,4,0,0
0,15,38,7,11,0
0,2,5,1,4,0
0,0,1,0,1,0
0,2,15,4,12,0
0,1,2,0,1,0
0,2,2,0,2,0
0,4,6,2,4,0
0,3,12,0,3,0
0,1,19,3,21,0
0,0,3,0,7,0
0,1,18,13,25,0
0,0,1,0,1,0
0,0,3,1,3,0
0,0,1,0,1,0
0,0,9,4,6,0
0,0,1,0,1,0
0,0,1,2,0,0
0,0,1,0,1,0
0,0,1,4,1,0
0,0,2,2,1,0
0,4,9,2,3,0
0,0,1,0,1,0
0,0,1,5,1,0
0,0,1,5,0,0
0,0,1,0,0,0
0,0,1,1,1,0
0,1,13,25,4,0
0,0,1,1,1,0
0,0,1,10,0,0
0,0,13,1,4,0
0,0,0,2,0,0
0,0,1,4,2,0
0,0,5,0,6,0
0,1,3,4,9,0
0,0,4,4,4,0
0,0,4,0,4,0
0,0,6,4,12,0
0,0,347,2,263,0
0,0,2,4,4,0
0,0,1,22,0,0
0,4,7,7,13,0
0,0,6,0,15,0
0,0,1,6,0,0
0,4,8,10,17,0
0,0,4,1,6,0
0,1,10,3,14,0
0,2,3,1,7,0
0,2,4,1,7,0
0,4,7,3,5,0
0,0,8,7,16,0
0,0,2,0,3,0
0,4,7,7,12,0
0,3,12,14,20,0
0,4,7,16,37,0
0,1,15,4,16,0
0,3,9,8,26,0
0,1,11,0,15,0
0,0,1,11,14,0
0,1,4,2,12,0
0,1,12,0,15,0
0,0,9,6,16,0
0,4,7,7,9,0
0,5,19,5,14,0
0,2,16,1,13,0
0,0,2,0,7,0
0,2,11,6,13,0
0,17,35,20,18,0
0,6,10,5,17,0
0,2,16,0,9,0
0,2,4,1,7,0
0,19,23,15,22,0
0,14,22,35,27,0
0,1,5,2,11,0
0,2,11,8,23,0
0,0,3,11,13,0
0,5,21,5,14,0
0,4,10,2,9,0
0,3,17,12,22,0
0,2,5,5,12,0
0,0,1,5,6,0
0,8,15,23,33,0
0,1,1,0,3,0
0,0,1,0,1,0
0,6,5,2,2,0
0,1,48,6,19,0
0,0,2,5,12,0
0,0,1,5,0,0
0,0,1,1,1,0
0,1,13,24,4,0
0,2,3,0,1,0
0,3,16,2,5,0
0,0,1,0,1,0
0,0,9,9,17,0
0,3,1,1,8,0
0,1,2,0,1,0
0,2,4,1,2,0
0,0,3,1,4,0
0,0,1,0,3,0
0,3,4,0,1,0
0,0,8,12,8,0
0,6,16,29,12,0
0,0,1,0,1,0
0,174,12,10,19,0
0,0,5,2,5,0
0,0,2,11,3,0
0,0,1,20,0,0
0,3,7,3,5,0
0,3,6,3,5,0
0,3,8,3,7,0
0,3,9,2,4,0
0,3,8,2,6,0
0,3,6,2,6,0
0,3,6,3,6,0
0,3,6,2,4,0
0,3,6,2,6,0
0,3,6,3,5,0
0,0,4,1,6,0
0,0,10,1,0,0
0,0,1,1,1,0
0,1,1,0,1,0
0,0,8,0,2,0
0,0,4,1,6,0
0,2,3,0,1,0
0,5,10,2,4,0
0,1,38,4,23,0
0,2,6,3,3,0
0,1,2,0,1,0
0,1,1,0,3,0
0,0,1,5,0,0
0,0,4,2,4,0
0,0,5,1,5,0
0,0,1,0,0,0
0,0,1,4,2,0
0,1,2,0,1,0
0,1,1,0,2,0
0,0,4,4,6,0
0,0,9,3,3,0
0,3,5,0,3,0
0,0,1,2,0,0
0,2,17,5,14,0
0,0,1,6,1,0
0,2,3,2,1,0
0,4,15,6,4,0
0,0,1,1,0,0
0,4,16,7,5,0
0,0,9,1,2,0
0,0,3,9,6,0
0,1,6,8,6,0
0,4,7,2,3,0
0,0,1,0,1,0
0,1,18,0,12,0
0,0,4,1,1,0
0,0,17,0,0,0
