I,R,C,W,E,F
0,15,11,1,0,0
0,2,31,15,5,0
0,0,38,3,0,0
0,2,6,7,3,0
0,0,15,4,3,0
0,2,3,0,1,0
0,0,2,0,1,0
0,0,4,0,1,0
0,1,5,0,0,0
0,0,0,2,0,0
0,0,21,2,0,0
0,1,88,3,0,0
0,11,43,5,2,0
0,35,58,32,5,0
0,0,2,1,0,0
0,1,71,71,0,0
0,4,222,4,0,0
0,15,144,11,0,0
0,27,4,32,0,0
0,0,24,9,1,0
0,28,22,23,0,0
0,68,71,20,3,0
0,108,133,236,9,0
0,6,130,13,13,0
0,2,107,7,4,0
0,9,41,12,6,0
0,21,51,23,2,0
0,7,56,14,8,0
0,1,6,2,0,0
0,4,28,1,0,0
0,8,6,25,0,0
0,0,0,5,2,0
0,0,2,2,0,0
0,0,2,1,0,0
0,1,57,5,0,0
0,19,143,47,2,0
0,1,47,3,2,0
0,1,42,4,0,0
0,3,66,9,0,0
0,4,35,6,0,0
0,1,24,15,0,0
0,5,16,20,0,0
0,0,2,3,0,0
0,0,9,1,0,0
0,0,68,35,0,0
0,0,33,20,0,0
0,0,60,2,0,0
0,4,311,16,0,0
0,0,5,9,0,0
0,2,28,10,0,0
0,0,7,1,1,0
0,0,7,1,0,0
0,1,36,4,0,0
0,0,4,2,2,0
0,2,25,13,2,0
